# ra & Leave1Out
## FBCSP + classifier train
| abbr.                                                                            | test_score       | train_score      | params                                                                                                                                                                    |
| [8, 12, 16]_all_logeuclid_8_RandomForestClassifier(max_depth=5, n_estimators=10) | 0.616 (+/-0.071) | 0.805 (+/-0.018) | {'FBCSP__band': [8, 12, 16], 'FBCSP__k': 'all', 'FBCSP__metric': 'logeuclid', 'FBCSP__n_components': 8, 'classify': RandomForestClassifier(max_depth=5, n_estimators=10)} |
| [8, 12, 16]_2_euclid_2_RandomForestClassifier(max_depth=5, n_estimators=10)      | 0.616 (+/-0.079) | 0.751 (+/-0.030) | {'FBCSP__band': [8, 12, 16], 'FBCSP__k': 2, 'FBCSP__metric': 'euclid', 'FBCSP__n_components': 2, 'classify': RandomForestClassifier(max_depth=5, n_estimators=10)}        |
| [8, 12, 16]_4_euclid_8_RandomForestClassifier(max_depth=5, n_estimators=10)      | 0.614 (+/-0.103) | 0.778 (+/-0.033) | {'FBCSP__band': [8, 12, 16], 'FBCSP__k': 4, 'FBCSP__metric': 'euclid', 'FBCSP__n_components': 8, 'classify': RandomForestClassifier(max_depth=5, n_estimators=10)}        |
| [8, 12, 16]_4_euclid_4_RandomForestClassifier(max_depth=5, n_estimators=10)      | 0.612 (+/-0.091) | 0.791 (+/-0.030) | {'FBCSP__band': [8, 12, 16], 'FBCSP__k': 4, 'FBCSP__metric': 'euclid', 'FBCSP__n_components': 4, 'classify': RandomForestClassifier(max_depth=5, n_estimators=10)}        |
| [8, 12, 16]_all_logeuclid_6_RandomForestClassifier(max_depth=5, n_estimators=10) | 0.611 (+/-0.080) | 0.800 (+/-0.016) | {'FBCSP__band': [8, 12, 16], 'FBCSP__k': 'all', 'FBCSP__metric': 'logeuclid', 'FBCSP__n_components': 6, 'classify': RandomForestClassifier(max_depth=5, n_estimators=10)} |
| [8, 12, 16]_2_riemann_8_RandomForestClassifier(max_depth=5, n_estimators=10)     | 0.611 (+/-0.070) | 0.745 (+/-0.023) | {'FBCSP__band': [8, 12, 16], 'FBCSP__k': 2, 'FBCSP__metric': 'riemann', 'FBCSP__n_components': 8, 'classify': RandomForestClassifier(max_depth=5, n_estimators=10)}       |
| [8, 12, 16]_all_riemann_8_RandomForestClassifier(max_depth=5, n_estimators=10)   | 0.611 (+/-0.094) | 0.801 (+/-0.026) | {'FBCSP__band': [8, 12, 16], 'FBCSP__k': 'all', 'FBCSP__metric': 'riemann', 'FBCSP__n_components': 8, 'classify': RandomForestClassifier(max_depth=5, n_estimators=10)}   |
| [8, 12, 16]_2_logeuclid_8_RandomForestClassifier(max_depth=5, n_estimators=10)   | 0.610 (+/-0.057) | 0.754 (+/-0.021) | {'FBCSP__band': [8, 12, 16], 'FBCSP__k': 2, 'FBCSP__metric': 'logeuclid', 'FBCSP__n_components': 8, 'classify': RandomForestClassifier(max_depth=5, n_estimators=10)}     |
| [8, 12, 16]_2_logeuclid_4_RandomForestClassifier(max_depth=5, n_estimators=10)   | 0.608 (+/-0.068) | 0.750 (+/-0.026) | {'FBCSP__band': [8, 12, 16], 'FBCSP__k': 2, 'FBCSP__metric': 'logeuclid', 'FBCSP__n_components': 4, 'classify': RandomForestClassifier(max_depth=5, n_estimators=10)}     |
| [8, 12, 16]_4_logeuclid_6_RandomForestClassifier(max_depth=5, n_estimators=10)   | 0.604 (+/-0.104) | 0.786 (+/-0.036) | {'FBCSP__band': [8, 12, 16], 'FBCSP__k': 4, 'FBCSP__metric': 'logeuclid', 'FBCSP__n_components': 6, 'classify': RandomForestClassifier(max_depth=5, n_estimators=10)}     |
## FBCSP predict
